23, 0.06388888888888888, +
88, 0.24444444444444444, N
442, 1.2277777777777779, N
789, 2.191666666666667, N
1155, 3.2083333333333335, N
1493, 4.147222222222222, N
1821, 5.058333333333334, N
2157, 5.991666666666666, N
2517, 6.991666666666666, N
2889, 8.025, N
3238, 8.994444444444444, N
3593, 9.980555555555556, N
3924, 10.9, N
4105, 11.402777777777779, V
4197, 11.658333333333333, x
4602, 12.783333333333333, N
4971, 13.808333333333334, N
5350, 14.86111111111111, N
5715, 15.875, N
6115, 16.98611111111111, N
6479, 17.997222222222224, N
6886, 19.127777777777776, N
7287, 20.241666666666667, N
7687, 21.352777777777778, N
8056, 22.377777777777776, N
8432, 23.42222222222222, N
8804, 24.455555555555556, N
9196, 25.544444444444444, N
9586, 26.627777777777776, N
9924, 27.566666666666666, ~
9963, 27.675, N
10325, 28.680555555555557, N
10519, 29.219444444444445, ~
10696, 29.711111111111112, N
10876, 30.211111111111112, V
11000, 30.555555555555557, x
11453, 31.81388888888889, N
11819, 32.830555555555556, N
12174, 33.81666666666667, N
12509, 34.74722222222222, N
12856, 35.71111111111111, N
13236, 36.766666666666666, N
13644, 37.9, N
14073, 39.09166666666667, N
14467, 40.18611111111111, N
14847, 41.24166666666667, N
15222, 42.28333333333333, N
15620, 43.388888888888886, N
16018, 44.49444444444445, N
16403, 45.56388888888889, N
16788, 46.63333333333333, N
17161, 47.669444444444444, N
17534, 48.705555555555556, N
17932, 49.81111111111111, N
18327, 50.90833333333333, N
18685, 51.90277777777778, N
19045, 52.90277777777778, N
19416, 53.93333333333333, N
19802, 55.00555555555555, N
20193, 56.09166666666667, N
20586, 57.18333333333333, N
20942, 58.172222222222224, N
21308, 59.18888888888889, N
21676, 60.21111111111111, N
22054, 61.26111111111111, N
22427, 62.297222222222224, N
22794, 63.31666666666667, N
23189, 64.41388888888889, N
23610, 65.58333333333333, N
24037, 66.76944444444445, N
24454, 67.92777777777778, N
24850, 69.02777777777777, N
25232, 70.08888888888889, N
25617, 71.15833333333333, N
25991, 72.19722222222222, N
26386, 73.29444444444445, N
26787, 74.40833333333333, N
27181, 75.50277777777778, N
27545, 76.51388888888889, N
27926, 77.57222222222222, N
28313, 78.64722222222223, N
28717, 79.76944444444445, N
29100, 80.83333333333333, N
29455, 81.81944444444444, N
29796, 82.76666666666667, N
30150, 83.75, N
30545, 84.84722222222223, N
30976, 86.04444444444445, N
31420, 87.27777777777777, N
31855, 88.48611111111111, N
32262, 89.61666666666666, N
32698, 90.82777777777778, N
33121, 92.00277777777778, N
33513, 93.09166666666667, N
33889, 94.1361111111111, N
34259, 95.16388888888889, N
34625, 96.18055555555556, N
35018, 97.27222222222223, N
35414, 98.37222222222222, N
35764, 99.34444444444445, N
36115, 100.31944444444444, N
36473, 101.31388888888888, N
36849, 102.35833333333333, N
37297, 103.60277777777777, N
37781, 104.94722222222222, N
38198, 106.10555555555555, N
38590, 107.19444444444444, N
38991, 108.30833333333334, N
39388, 109.41111111111111, N
39780, 110.5, N
40170, 111.58333333333333, N
40538, 112.60555555555555, N
40915, 113.65277777777777, N
41308, 114.74444444444444, N
41701, 115.83611111111111, N
42092, 116.92222222222222, N
42468, 117.96666666666667, N
42839, 118.99722222222222, N
43221, 120.05833333333334, N
43618, 121.16111111111111, N
44008, 122.24444444444444, N
44391, 123.30833333333334, N
44777, 124.38055555555556, N
45147, 125.40833333333333, N
45518, 126.43888888888888, N
45906, 127.51666666666667, N
46305, 128.625, N
46506, 129.18333333333334, ~
46660, 129.61111111111111, N
47006, 130.57222222222222, N
47352, 131.53333333333333, N
47727, 132.575, N
48194, 133.87222222222223, N
48638, 135.10555555555555, N
49009, 136.13611111111112, N
49153, 136.5361111111111, ~
49393, 137.20277777777778, N
49480, 137.44444444444446, ~
49781, 138.28055555555557, N
50177, 139.38055555555556, N
50545, 140.40277777777777, N
50914, 141.42777777777778, N
51267, 142.40833333333333, N
51623, 143.3972222222222, N
52009, 144.46944444444443, N
52396, 145.54444444444445, N
52775, 146.59722222222223, N
53149, 147.63611111111112, N
53501, 148.61388888888888, N
53865, 149.625, N
54260, 150.72222222222223, N
54662, 151.8388888888889, N
55039, 152.88611111111112, N
55411, 153.91944444444445, N
55782, 154.95, N
56173, 156.0361111111111, N
56565, 157.125, N
56968, 158.24444444444444, N
57329, 159.24722222222223, N
57712, 160.3111111111111, N
58080, 161.33333333333334, N
58484, 162.45555555555555, N
58867, 163.51944444444445, N
59289, 164.69166666666666, N
59649, 165.69166666666666, N
60002, 166.67222222222222, N
60370, 167.69444444444446, N
60787, 168.8527777777778, N
61180, 169.94444444444446, N
61581, 171.05833333333334, N
61953, 172.09166666666667, N
62322, 173.11666666666667, N
62698, 174.1611111111111, N
63108, 175.3, N
63491, 176.36388888888888, N
63872, 177.42222222222222, N
64247, 178.4638888888889, N
64615, 179.48611111111111, N
64995, 180.54166666666666, N
65393, 181.6472222222222, N
65792, 182.75555555555556, N
66159, 183.775, N
66541, 184.8361111111111, N
66912, 185.86666666666667, N
67296, 186.93333333333334, N
67685, 188.01388888888889, N
68075, 189.09722222222223, N
68451, 190.14166666666668, N
68799, 191.10833333333332, N
69173, 192.1472222222222, N
69528, 193.13333333333333, N
69921, 194.225, N
70276, 195.2111111111111, N
70727, 196.4638888888889, N
71158, 197.6611111111111, N
71628, 198.96666666666667, N
72057, 200.15833333333333, N
72458, 201.2722222222222, N
72839, 202.33055555555555, N
73220, 203.38888888888889, N
73604, 204.45555555555555, N
74004, 205.56666666666666, N
74393, 206.6472222222222, N
74779, 207.71944444444443, N
75132, 208.7, N
75511, 209.75277777777777, N
75893, 210.8138888888889, N
76309, 211.96944444444443, N
76703, 213.0638888888889, N
77062, 214.0611111111111, N
77435, 215.09722222222223, N
77829, 216.19166666666666, N
78197, 217.2138888888889, N
78330, 217.58333333333334, ~
78592, 218.3111111111111, N
78977, 219.38055555555556, N
